"","spp","sp_code","Division","Family","Genus","Consv_stat","Native_stat","Coastal","Ha_pres","Ma_pres","Ka_pres","Oa_pres","Mo_pres","La_pres","Ke_pres","Ni_pres","Cover_D","Cover_1","Cover_2","Cover_3","CCE_Area","Vulnerability","Tolerate","Migrate","Micro_refugia","Eff_Mrf_A","Eff_Tol_A","Eff_Mig_A","Habqual_Mrg","Habqual_Tol","Habqual_Mig","Dispersion","Quality_avg","Area_avg","nonNat_comp","Pioneer","Winkout","Overlap_sp","Dist_Ces","p_tol_pts","n_fce_bioreg","Overlap_Ces","change_CE_A","Prox_to_top","Tot_A_MR","Tot_A_TL","Tot_A_MG","new_lava_MR","new_lava_TL","new_lava_MG","Hi_mod_A_MR","Hi_mod_A_TL","Hi_mod_A_MG","SLR_A_lost in_MR","Natvcov_MR","Natvcov_TL","Natvcov_MG","prot_A_MR","prot_A_TL","prot_A_MG","Ung_A_MR","Ung_A_TL","Ung_A_MG","Inv_MR","Inv_TL","Inv_MG","Frag_MR","Frag_TL","Frag_MG","ppt_grad_MR","Slope_MR","Asp_var_MR","SlopeVar_MR"
"246","Cyanea platyphylla",246,"Dicot","Campanulaceae","Cyanea","Endangered","Endemic","Non_coastal",1,0,0,0,0,0,0,0,"Wet_forest","Wet_forest","Wet_mesic_forest","Perennial_grassland",1501.4196,0.266761390248366,"Very_large","Very_large","Medium","Medium","Large","Very_large","Medium","Very_large","Large","Very_large","Large","Large","No","No","No","Yes","Medium","Large","Many","Large","Small_decr_or_inc","Far","Large","Large","Very_large","Large","Large","Medium","Large","Large","Medium","Small","Medium","Large","Large","Small","Large","Large","Small","Small","Medium","Small","Small","Medium","Large","Small","Small","Low","Low","Small","Large"
"247","Cyanea procera",247,"Dicot","Campanulaceae","Cyanea","Endangered","Endemic","Non_coastal",0,0,0,0,1,0,0,0,"na","Wet_forest","Wet_mesic_forest","Mesic_shrubland",70.6077,0.441754138493344,"Medium","Medium","Small","Very_small","Small","Small","Large","Large","Large","Medium","Large","Very_small","No","No","No","Yes","Large","Small","Few","Medium","Medium_decrease","Far","Very_small","Small","Small","Small","Small","Small","Small","Medium","Small","Small","Large","Large","Large","Medium","Large","Large","Small","Large","Large","Small","Medium","Medium","Small","Small","Small","Medium","High","Large","Small"
"248","Cyanea purpurellifolia",248,"Dicot","Campanulaceae","Cyanea","Endangered","Endemic","Non_coastal",0,0,0,1,0,0,0,0,"Wet_forest","Wet_forest","Wet_mesic_forest","Mesic_forest",98.7687,0.531561260042401,"Very_small","Small","Small","Small","Very_small","Small","Medium","Very_small","Medium","Very_small","Small","Very_small","No","No","No","No","Large","Small","Few","Small","Large_decrease","Close","Small","Very_small","Small","Small","none","Small","Small","none","Small","Small","Large","none","Large","Small","none","Medium","Small","none","Medium","Small","Small","Small","Large","none","Medium","High","High","Large","Small"
"249","Cyanea quercifolia",249,"Dicot","Campanulaceae","Cyanea","Extinct","Endemic","Non_coastal",0,1,0,0,0,0,0,0,"Perennial_grassland","Perennial_grassland","Wet_mesic_forest","Dry_forest",51.8976,0.565007911784771,"Very_small","Small","Very_small","Very_small","Very_small","Medium","Very_small","Very_small","Very_small","Large","Very_small","Very_small","No","No","No","No","Large","none","Few","Small","Small_decr_or_inc","Far","Very_small","Very_small","Medium","Medium","none","Medium","Medium","none","Small","Small","Small","none","Small","Small","none","Small","Medium","none","Large","Large","Small","Large","Large","none","Large","Low","Medium","Medium","Medium"
"250","Cyanea recta",250,"Dicot","Campanulaceae","Cyanea","Vulnerable","Endemic","Non_coastal",0,0,1,0,0,0,0,0,"Wet_forest","Wet_forest","Wet_mesic_forest","Decidious_shrubland",251.8353,0.409614446962332,"Large","Medium","Medium","Small","Medium","Small","Medium","Large","Large","Medium","Large","Small","No","No","No","Yes","Medium","Medium","Few","Medium","Medium_decrease","Far","Small","Medium","Small","Small","Small","Small","Small","Small","Small","Small","Large","Large","Large","Medium","Large","Large","Small","Medium","Large","Small","Medium","Large","Medium","Small","Small","High","High","Large","Small"
"251","Cyanea remyi",251,"Dicot","Campanulaceae","Cyanea","Endangered","Endemic","Non_coastal",0,0,1,0,0,0,0,0,"Wet_forest","Wet_forest","Wet_mesic_forest","Decidious_shrubland",183.762,0.432887054109099,"Medium","Medium","Small","Small","Small","Medium","Medium","Medium","Large","Medium","Medium","Small","No","No","No","Yes","Medium","Small","Few","Medium","Medium_decrease","Far","Small","Small","Medium","Small","Small","Small","Small","Small","Small","Small","Medium","Large","Large","Medium","Small","Large","Small","Medium","Large","Small","Medium","Large","Medium","Small","Small","High","High","Large","Small"
"252","Cyanea scabra",253,"Dicot","Campanulaceae","Cyanea","Apparently Secure","Endemic","Non_coastal",0,1,0,0,0,0,0,0,"Wet_forest","Wet_forest","Wet_mesic_forest","Perennial_grassland",86.7141,0.453017925887184,"Medium","Small","Small","Very_small","Small","Very_small","Large","Very_large","Medium","Medium","Large","Very_small","No","No","No","Yes","Medium","none","Few","Medium","Medium_decrease","Far","Very_small","Small","Very_small","Small","Small","Small","Small","Small","Small","Small","Large","Large","Large","Small","Small","Small","Large","Large","Large","Small","Small","Large","Small","Small","Small","High","High","Large","Small"
"253","Cyanea sessilifolia",254,"Dicot","Campanulaceae","Cyanea","Endangered","Endemic","Non_coastal",0,0,0,1,0,0,0,0,"na","Wet_mesic_forest","Perennial_grassland","Mesic_forest",138.249,0.55490052222133,"Very_small","Small","Small","Small","Very_small","Small","Small","Very_small","Medium","Very_small","Small","Very_small","No","No","No","No","Large","none","Few","Small","Large_decrease","Close","Small","Very_small","Small","Small","none","Small","Large","none","Small","Small","Small","none","Large","Small","none","Small","Small","none","Small","Small","Small","Medium","Large","none","Small","Medium","Medium","Large","Small"
"254","Cyanea shipmanii",255,"Dicot","Campanulaceae","Cyanea","Endangered","Endemic","Non_coastal",1,0,0,0,0,0,0,0,"na","Mesic_forest","Wet_forest","Perennial_grassland",167.7672,0.50630897724587,"Very_small","Very_small","Medium","Small","Very_small","Very_small","Very_large","Very_small","Very_small","Very_small","Small","Very_small","No","No","Yes","No","Large","Small","Few","Small","Large_decrease","Close","Small","Very_small","Very_small","Large","none","Large","Small","none","Small","Small","Large","none","Large","Large","none","Small","Large","none","Large","Medium","Small","Large","Small","none","Small","Low","Low","Small","Small"
"255","Cyanea solanacea",256,"Dicot","Campanulaceae","Cyanea","Endangered","Endemic","Non_coastal",0,0,0,0,1,0,0,0,"Wet_forest","Wet_forest","Mesic_shrubland","Wet_mesic_forest",46.3059,0.477557077662927,"Small","Medium","Small","Very_small","Very_small","Small","Large","Large","Large","Very_small","Large","Very_small","No","No","No","Yes","Large","Small","Few","Small","Large_decrease","Close","Very_small","Very_small","Small","Small","Small","Small","Small","Small","Small","Small","Large","Large","Large","Large","Large","Large","Large","Large","Large","Medium","Medium","Small","Small","Small","Small","Medium","High","Large","Medium"
"256","Cyanea solenocalyx",257,"Dicot","Campanulaceae","Cyanea","Rare","Endemic","Non_coastal",0,0,0,0,1,0,0,0,"Wet_forest","Wet_forest","Wet_mesic_forest","Mesic_forest",109.3257,0.449873708212916,"Medium","Small","Small","Very_small","Small","Very_small","Large","Very_large","Medium","Medium","Large","Very_small","No","No","No","Yes","Medium","Large","Few","Medium","Medium_decrease","Far","Very_small","Small","Very_small","Small","Small","Small","Small","Small","Small","Small","Large","Large","Medium","Medium","Large","Large","Small","Large","Large","Small","Medium","Small","Small","Small","Large","Medium","High","Large","Small"
"257","Cyanea spathulata",258,"Dicot","Campanulaceae","Cyanea","Apparently Secure","Endemic","Non_coastal",0,0,1,0,0,0,0,0,"Wet_forest","Wet_forest","Mesic_forest","Wet_mesic_forest",199.7235,0.390902693845628,"Medium","Large","Medium","Small","Medium","Medium","Medium","Medium","Large","Large","Large","Medium","No","No","No","Yes","Medium","none","Few","Medium","Small_decr_or_inc","Far","Small","Medium","Medium","Small","Small","Small","Small","Small","Small","Small","Large","Large","Large","Small","Large","Large","Medium","Medium","Large","Medium","Large","Medium","Small","Medium","Small","High","High","Large","Small"
"258","Cyanea st.-johnii",259,"Dicot","Campanulaceae","Cyanea","Endangered","Endemic","Non_coastal",0,0,0,1,0,0,0,0,"Wet_forest","Wet_forest","Mesic_forest","Wet_mesic_forest",18.729,0.589704026216289,"Very_small","Very_small","Small","Very_small","Very_small","Very_small","Medium","Very_small","Very_small","Very_small","Small","Very_small","No","No","Yes","No","none","Small","Few","Small","Large_decrease","Close","Very_small","Very_small","Very_small","Small","none","none","Small","Small","Small","Small","Large","none","none","Small","none","none","Medium","none","none","Small","Small","Small","Medium","none","none","High","High","Large","Small"
"259","Cyanea stictophylla",260,"Dicot","Campanulaceae","Cyanea","Endangered","Endemic","Non_coastal",1,0,0,0,0,0,0,0,"Wet_forest","Wet_forest","Mesic_forest","Perennial_grassland",1129.1787,0.221666613894739,"Very_large","Large","Very_large","Large","Large","Medium","Very_large","Very_large","Large","Large","Very_large","Large","No","No","No","Yes","Medium","none","Many","Medium","Medium_decrease","Far","Large","Large","Medium","Medium","Large","Large","Medium","Small","Small","Small","Large","Large","Large","Large","Large","Large","Large","Large","Large","Small","Small","Medium","Small","Small","Small","Low","Low","Small","Medium"
"260","Cyanea superba",261,"Dicot","Campanulaceae","Cyanea","Endangered","Endemic","Non_coastal",0,0,0,1,0,0,0,0,"na","Evergreen_shrubland","Wet_mesic_forest","Mesic_forest",24.0615,0.569806270830428,"Very_small","Small","Small","Very_small","Very_small","Small","Medium","Very_small","Medium","Very_small","Small","Very_small","No","No","No","No","Large","none","Few","Small","Large_decrease","Close","Very_small","Very_small","Small","Small","none","Small","Small","none","Small","Small","Medium","none","Large","Medium","none","Medium","Large","none","Large","Medium","Small","Large","Large","none","Medium","Low","High","Large","Small"
"261","Cyanea sylvestris",262,"Dicot","Campanulaceae","Cyanea","Apparently Secure","Endemic","Non_coastal",0,0,1,0,0,0,0,0,"na","Wet_mesic_forest","Wet_forest","Decidious_shrubland",547.7517,0.425523159975569,"Medium","Medium","Small","Medium","Medium","Medium","Small","Medium","Large","Medium","Medium","Medium","No","No","No","Yes","Medium","none","Few","Medium","Medium_decrease","Far","Medium","Medium","Medium","Small","Small","Small","Large","Small","Small","Small","Small","Medium","Large","Small","Medium","Large","Small","Small","Medium","Medium","Medium","Medium","Large","Medium","Small","Medium","Medium","Medium","Medium"
"262","Cyanea tritomantha",263,"Dicot","Campanulaceae","Cyanea","Vulnerable","Endemic","Non_coastal",1,0,0,0,0,0,0,0,"Wet_forest","Wet_forest","Wet_mesic_forest","Perennial_grassland",1486.2114,0.259515227920262,"Very_large","Very_large","Medium","Medium","Large","Large","Medium","Very_large","Very_large","Very_large","Large","Large","No","No","No","Yes","Small","Large","Many","Large","Small_decr_or_inc","Far","Medium","Large","Large","Medium","Medium","Large","Large","Medium","Small","Small","Medium","Large","Large","Small","Large","Large","Small","Medium","Large","Small","Small","Small","Medium","Small","Small","Medium","Low","Small","Large"
"263","Cyanea truncata",264,"Dicot","Campanulaceae","Cyanea","Extinct","Endemic","Non_coastal",0,0,0,1,0,0,0,0,"na","Wet_mesic_forest","Wet_forest","Perennial_grassland",254.8791,0.497422641611122,"Very_small","Medium","Small","Medium","Very_small","Medium","Small","Very_small","Medium","Small","Small","Small","No","No","No","No","Large","Small","Few","Small","Large_decrease","Far","Medium","Very_small","Medium","Small","none","Small","Large","none","Small","Small","Small","none","Large","Small","none","Small","Small","none","Small","Small","Small","Small","Large","none","Medium","High","High","Large","Small"
"264","Cyanea undulata",265,"Dicot","Campanulaceae","Cyanea","Endangered","Endemic","Non_coastal",0,0,1,0,0,0,0,0,"Wet_forest","Wet_forest","Wet_mesic_forest","Decidious_shrubland",1.4202,0.566680603837003,"Very_small","Small","Small","Very_small","Very_small","Very_small","Small","Very_small","Medium","Medium","Small","Very_small","No","No","No","No","Large","none","Few","Small","Medium_decrease","Far","Very_small","Very_small","Very_small","Small","none","Small","Small","none","Small","Small","Large","none","Large","Small","none","Medium","Small","none","Large","Large","Small","Large","Medium","none","Medium","High","High","Large","Small"
"265","Cyclosorus interruptus",266,"Pteridophyte","Thelypteridaceae","Cyclosorus","Apparently Secure","Indigenous","Non_coastal",1,1,1,1,1,1,0,0,"na","Wet_mesic_forest","Perennial_grassland","Wet_forest",4596.9696,0.261029645778759,"Large","Very_large","Large","Very_large","Very_large","Very_large","Very_small","Small","Very_large","Very_large","Medium","Very_large","Yes","No","No","Yes","Small","none","Many","Large","Small_decr_or_inc","Far","Very_large","Very_large","Very_large","Medium","Medium","Medium","Large","Large","Medium","Large","Small","Small","Large","Small","Small","Large","Small","Medium","Large","Medium","Medium","Medium","Large","Medium","Small","Medium","Medium","Medium","Medium"
"266","Cyperus cyperinus",267,"Monocot","Cyperaceae","Cyperus","Apparently Secure","Indigenous","Non_coastal",0,1,1,1,1,0,0,0,"na","Dry_forest","Decidious_shrubland","Perennial_grassland",593.6463,0.466836898551705,"Small","Medium","Small","Medium","Medium","Large","Very_small","Very_small","Very_small","Large","Very_small","Medium","No","No","No","Yes","Medium","none","Many","Small","Large_decrease","Far","Medium","Medium","Large","Medium","Medium","Medium","Large","Large","Large","Small","Small","Small","Small","Small","Small","Small","Small","Small","Small","Large","Large","Large","Large","Large","Large","Low","Medium","Large","Medium"
"267","Cyperus fauriei",268,"Monocot","Cyperaceae","Cyperus","Rare","Endemic","Non_coastal",1,0,0,0,1,1,0,0,"na","Mesic_forest","Perennial_grassland","Dry_forest",1981.8459,0.325260649984928,"Large","Very_large","Medium","Large","Large","Very_large","Small","Medium","Large","Large","Medium","Very_large","No","No","No","Yes","Medium","Medium","Many","Large","Small_decr_or_inc","Close","Large","Large","Very_large","Large","Large","Large","Large","Medium","Medium","Small","Small","Medium","Large","Small","Medium","Large","Small","Medium","Large","Medium","Medium","Medium","Large","Medium","Small","Low","Low","Medium","Large"
"268","Cyperus hillebrandii",269,"Monocot","Cyperaceae","Cyperus","Apparently Secure","Endemic","Non_coastal",1,1,1,1,0,1,0,0,"na","Perennial_grassland","Mesic_forest","Dry_forest",6907.194,0.283014705597474,"Large","Very_large","Large","Very_large","Very_large","Very_large","Very_small","Small","Large","Very_large","Small","Very_large","No","No","No","Yes","Small","none","Many","Large","Small_decr_or_inc","Far","Very_large","Very_large","Very_large","Large","Large","Large","Large","Medium","Medium","Small","Small","Small","Large","Small","Medium","Large","Small","Medium","Large","Large","Large","Large","Large","Medium","Small","Low","Low","Medium","Large"
"269","Cyperus hypochlorus",270,"Monocot","Cyperaceae","Cyperus","Apparently Secure","Endemic","Non_coastal",1,1,1,1,1,0,0,0,"na","Wet_mesic_forest","Perennial_grassland","Wet_forest",3537.9792,0.312297239991499,"Large","Large","Large","Very_large","Very_large","Large","Small","Small","Large","Large","Small","Very_large","No","No","No","Yes","Small","none","Many","Large","Medium_decrease","Far","Very_large","Large","Large","Medium","Medium","Medium","Large","Large","Small","Large","Small","Small","Medium","Small","Small","Medium","Small","Medium","Large","Medium","Medium","Large","Large","Medium","Small","Medium","Medium","Medium","Medium"
"270","Cyperus javanicus",271,"Monocot","Cyperaceae","Cyperus","Apparently Secure","Indigenous","Non_coastal",1,1,1,1,1,1,0,1,"na","Perennial_grassland","Decidious_shrubland","Wet_mesic_forest",3261.5919,0.377120963307179,"Medium","Large","Medium","Very_large","Large","Very_large","Very_small","Very_small","Small","Medium","Very_small","Very_large","Yes","No","No","Yes","Medium","none","Many","Medium","Medium_decrease","Close","Very_large","Large","Very_large","Large","Large","Large","Large","Large","Medium","Large","Small","Small","Small","Small","Small","Medium","Small","Small","Medium","Large","Large","Large","Large","Large","Large","Low","Low","Medium","Large"
